SUBSCRIPTION_ID,RELATIONSHIP_STRENGTH,SENTIMENT,NPS_SCORE,IS_DELINQUENT,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,PARTNERSHIP,BILLING_CITY,BUSINESS_TYPE,CUISINE,PAYMENT_PLAN,CHURN_DATE
sub_AjHrnvfvVISlRF,Neutral,neutral,,FALSE,1,1188,,Naples,Brewery / Winery,Bar - Wine,Yearly,
sub_FZhZIpDP87yWhx,Good,,,FALSE,3,4644,,Alexandria,Restaurant,"Tex-Mex, Southwest",Monthly,
sub_81mqfvYlB9vA96,Neutral,,5,FALSE,1,1188,,San Francisco,Restaurant,Italian,Monthly,
sub_FZeWaxM0Hs4U70,,,,TRUE,1,,,Newark,Restaurant,Barbeque,Monthly,
sub_DpD56x43Exq7jw,Neutral,,,FALSE,1,1826.65,,Detroit,Restaurant,American (Traditional),Yearly,
sub_F2MsiHyVwamT6B,Neutral,,,FALSE,1,1908,US Foods,Exton,Restaurant,American (Traditional),Yearly,
sub_AYlIRMgk8JDVfH,Good,,,FALSE,1,2677,,New York,Restaurant,Mexican,Yearly,
sub_DGXcb03UGRES5O,Neutral,neutral,,FALSE,5,4788,,Clearwater,Restaurant,American (New),Yearly,
sub_BJtbmWuTWtcVqa,Neutral,neutral,,FALSE,5,4056,,Washington,Restaurant,Deli / Sandwiches,Monthly,
sub_FC3Sv5QMyR4P9M,Neutral,,,FALSE,,1908,,Ramona,Restaurant,American (New),Monthly,
sub_Fs5PJAnOfnR4NQ,Good,,,FALSE,1,,,Bedford,Restaurant,American (Traditional),Monthly,
sub_F9Z9YnAq6NM6l1,Neutral,neutral,,FALSE,1,1428,,Los Angeles,Cafe / Coffee Shop,"[""Cafe"",""Sandwiches"",""American"",""Pizza"",""Coffee""]",Monthly,
sub_Few5wSncY8Wvqk,Good,,8,FALSE,,,,New York,Restaurant,Italian,Yearly,
sub_AW2ldkxEmAUqIF,Neutral,,,FALSE,1,1428,,Worcester,Restaurant,Pizza,Monthly,
sub_FSEO0uP1YThwmj,,neutral,,FALSE,1,1908,US Foods,Saginaw,Bar,Bar - Traditional,Monthly,
sub_FmXb7ZEaC207O9,Neutral,,,FALSE,1,,,Antioch,Restaurant,Italian,Monthly,
sub_CS4uU1AbiS88Bc,Neutral,,,FALSE,1,1188,US Foods,Pueblo,Cafe / Coffee Shop,Deli / Sandwiches,Monthly,
sub_E8wynATWkpiGEu,Neutral,,,FALSE,1,1908,US Foods,Westmont,Restaurant,American (New),Monthly,
sub_AUcLVPvhhbzLKF,Good,neutral,,FALSE,1,1188,,Brooklyn,Restaurant,Mexican,Yearly,
sub_Dytm6J3oF1ENwi,Neutral,,,FALSE,4,1908,US Foods,Newport Beach,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_FUQdgvv4BQ3L3R,,,,FALSE,,1188,US Foods,Storrs,Restaurant,Bar - Traditional,Monthly,
sub_DfKcEnaNbsuv7U,Neutral,,10,FALSE,2,2388,,Seattle,Bar,Bar - Traditional,Monthly,
sub_DtCJBL0U35Xbq5,Neutral,positive,,FALSE,1,2388,,Savannah,Bar,Bar - Traditional,Monthly,
sub_DaQdU2M90JdgGJ,Good,neutral,10,FALSE,1,2388,,New York,Restaurant,Mexican,Monthly,
sub_EEx2iU9Sxt7uq4,Neutral,,10,FALSE,1,1908,US Foods,Rosemount,Restaurant,Mexican,Monthly,
sub_FHJzvrd90eCbwx,Good,,,FALSE,1,1428,,Chicago,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_9wVBZNAn7kgdYy,Neutral,,8,FALSE,1,948,US Foods,Manchester,Bar,American (Traditional),Monthly,
sub_F1a6KenncCaIdW,Neutral,,,FALSE,1,2276.3,,Chicago,Restaurant,"[""American"",""Burgers"",""Barbecue"",""Sandwiches"",""Pub Food""]",Yearly,
sub_Bqv7XszEinLtAX,Neutral,,,FALSE,1,2388,,Madison,Restaurant,American (New),Monthly,
sub_CSkJGMKiuxd0Gb,Neutral,neutral,,FALSE,1,1908,US Foods,New York,Restaurant,American (Traditional),Monthly,
sub_CTwGfx9QDUAykF,Neutral,,,FALSE,1,1188,US Foods,Saint Joseph,Restaurant,Deli / Sandwiches,Monthly,
sub_DMzAQgeSeKmEyD,Neutral,neutral,,FALSE,1,1188,US Foods,Marlton,Restaurant,Italian,Monthly,
sub_7CBwXG2iirrho1,Good,positive,,FALSE,4,2388,,New York,Restaurant,Breakfast / Brunch,Monthly,
sub_EBTmreK66lVpz3,Neutral,,10,FALSE,1,4284,US Foods,Shasta Lake,Restaurant,Barbecue,Monthly,
sub_ERF22rASgOcNHa,Neutral,,,FALSE,1,2149,,Lawrenceville,Restaurant,Mexican,Yearly,
sub_ATATW4V70487MD,Neutral,,,FALSE,1,539,US Foods,Oxford,Restaurant,Japanese,Yearly,
sub_EbwqkjyAvThxOW,Good,,,FALSE,1,1428,,San Francisco,Restaurant,Breakfast / Brunch,,
sub_Aftmf5J1bTwf8m,Neutral,,,FALSE,1,948,US Foods,Trenton,Restaurant,American (Traditional),Monthly,
sub_Ec9v00TCTV9Lwa,Good,,8,FALSE,1,2388,,Pasadena,Restaurant,Latin/Spanish,Monthly,
sub_9a0GaP2nmK2PKi,Neutral,,,FALSE,1,1908,US Foods,Peoria,Restaurant,British,Monthly,
sub_EZBEzyHotgrFAO,Neutral,,,FALSE,1,1188,US Foods,Monticello,Restaurant,Mexican,Monthly,
sub_FaqffWnHDy4iFb,,,,FALSE,1,,US Foods,Osage Beach,Restaurant,Mexican,Monthly,
sub_Dglawl9JhWL67v,Neutral,,,FALSE,1,2388,,Hackensack,Restaurant,American (New),Monthly,
sub_EhKpiUVa2fQj4N,Neutral,,,FALSE,1,2976,,Canton,Restaurant,American (Traditional),Monthly,
sub_FRtQB2kh6mKe9R,,,10,FALSE,1,2016,,Long Beach,Restaurant,"[""Mexican"",""American"",""Vegetarian"",""Fast Food"",""Healthy""]",Monthly,
sub_Fa6sjLoOKe7Nxn,Good,,,FALSE,1,,,Sterling,Restaurant,Barbecue,Monthly,
sub_DDz191NeXqkEtS,Neutral,positive,,FALSE,1,2388,,Berkeley,Restaurant,French,Monthly,
sub_AK69yRPnYuKGIh,Neutral,neutral,,TRUE,1,948,US Foods,Commercial Point,Restaurant,Bar - Traditional,Monthly,
sub_Apzs03LQXYeMaU,Good,,,FALSE,2,1908,US Foods,Lombard,Restaurant,Barbecue,Monthly,
sub_CXg8TBGdzw6ALe,Neutral,neutral,,FALSE,1,468,US Foods,Lake Park,Restaurant,Breakfast / Brunch,Monthly,
sub_AlBX5hTun2zAme,Good,,,FALSE,1,2148,,Boston,Restaurant,Latin American / South American / Central American,Yearly,
sub_CSN2vAATWHA340,Neutral,neutral,10,FALSE,1,1188,US Foods,Woodland Park,Restaurant,Burgers,Monthly,
sub_ERPTXlr8l5wHDf,Neutral,,,FALSE,2,2388,,Miami,Restaurant,Mediterranean / Greek,Monthly,
sub_9zbGJKooUSOvmO,Good,positive,,FALSE,1,2388,,Atlanta,Restaurant,French,Monthly,
sub_BmSVQu1EDfPOQH,Neutral,,,FALSE,1,1908,US Foods,Oklahoma City,Restaurant,Seafood,Monthly,
sub_CWriMdaiboN5h0,Neutral,,,FALSE,1,468,US Foods,Warwick,Restaurant,Pizza,Monthly,
sub_BE289CpS1UqMxE,Neutral,,,FALSE,1,1428,,Dallas,Restaurant,Thai,Monthly,
sub_F4DHBIIssBjRmN,Neutral,,,FALSE,1,1428,,Banner Elk,Cafe / Coffee Shop,"[""Coffee"",""Cafe""]",Monthly,
sub_EmfjIl5VMRu4N6,Neutral,,,FALSE,1,2388,,New York,Restaurant,Latin American / South American / Central American,Monthly,
sub_Cfa6zlDZwWs6oA,Neutral,negative,1,FALSE,1,468,US Foods,New Smyrna Beach,Restaurant,American (Traditional),Monthly,
sub_EbkBwcTxqe03Ya,Neutral,neutral,,FALSE,1,2388,,San Ramon,Restaurant,American (New),Monthly,
sub_EtIZQ85AxSO6pL,Good,,,FALSE,9,1908,,Manassas,Restaurant,Island / Caribbean / Hawaiian,Monthly,
sub_Db8nZMR2lSJeTS,Neutral,positive,10,FALSE,1,2388,,Atlanta,Bar,Bar - Traditional,Monthly,
sub_CaZcSsRpWQvXNF,Neutral,,,FALSE,1,1908,US Foods,Stuart,Restaurant,Pizza,Monthly,
sub_DfeSvgodlYFkrw,Neutral,,,FALSE,1,1188,US Foods,Amarillo,Restaurant,Mexican,Yearly,
sub_ANT7Rbzc3X5rvz,Neutral,,0,FALSE,1,468,US Foods,Utica,Restaurant,American (New),Monthly,
sub_EG1509dG4meKBQ,Neutral,,,FALSE,1,2388,,Honesdale,Restaurant,Italian,Monthly,
sub_Eyc9Eoif4HmW4j,Good,,,FALSE,1,1908,US Foods,Titusville,Restaurant,Barbecue,Monthly,
sub_CTqXz7PLXQjK36,Neutral,,,FALSE,1,468,US Foods,Washington,Bakery / Confectionary,Ice Cream,Monthly,
sub_ElXn0xdewACS3k,Neutral,neutral,,FALSE,1,2388,,Osage Beach,Restaurant,Pizza,Monthly,
sub_EJiwXFPnSi6ecx,Neutral,,,FALSE,1,1908,US Foods,Lake Arrowhead,Restaurant,Pizza,Yearly,
sub_G7pkDHG1IGzFII,,,,FALSE,1,,,San Francisco,Hospitality Group,"[""""Steak""""]",Monthly,
sub_D1wCGyBC0rC1lW,Neutral,,,FALSE,2,2148,,Denver,Restaurant,Other,Yearly,
sub_BrpIyxknthYser,Good,positive,,FALSE,3,2388,,Boston,Restaurant,Other,Monthly,
sub_FFPTy0E6aMoZTW,Neutral,,,FALSE,,1908,US Foods,Norwalk,Restaurant,American (Traditional),Monthly,
sub_FUpjRsWE2t7AEC,,,,FALSE,5,1908,US Foods,Augusta,Restaurant,Fast Food,Monthly,
sub_DQ6aEgBJcgyZCH,Neutral,neutral,,FALSE,3,1908,US Foods,Upland,Bar,Bar - Traditional,Monthly,
sub_EmwYLHPmwXRGtb,Neutral,,,FALSE,1,2016,,Montebello,Restaurant,"[""Mexican"",""Southwestern""]",Monthly,
sub_6v2Lb2PT9K6u5N,Good,neutral,10,FALSE,1,2388,,Charlevoix,Restaurant,American (Traditional),Monthly,
sub_EoQhEwUsG26O8k,Neutral,neutral,,FALSE,6,1908,US Foods,Cincinnati,Restaurant,American,Monthly,
sub_AHtyglK3UQqE73,Neutral,,8,FALSE,1,1428,,New Orleans,Restaurant,American (Traditional),Monthly,
sub_DITVRjSLdYQJqB,Neutral,,,FALSE,1,1908,US Foods,Costa Mesa,Restaurant,Southern / Creole,Monthly,
sub_EYPI8FrC3EHvkL,Neutral,,6,FALSE,1,1188,US Foods,Pennington,Restaurant,Pizza,Monthly,
sub_F8lhYfAqlSFR0h,Neutral,,,FALSE,1,2149,,Westmont,Restaurant,American,Monthly,
sub_9mqOihOetUrseB,Neutral,positive,,FALSE,1,468,US Foods,Northfield,Restaurant,American (Traditional),Monthly,
sub_D8NBq8aq4H8Z8F,Neutral,,,FALSE,3,1908,US Foods,Coral Springs,Bakery / Confectionary,Mexican,Monthly,
sub_EpZ0YL57AawgHa,Neutral,,,FALSE,1,2856,,Park Slope,Cafe / Coffee Shop,American (New),Monthly,2018-09-25 00:00:00.000 +0000
sub_AusmTjKQPjQTaM,Neutral,,,FALSE,1,1188,,Philadelphia,Restaurant,Mexican,Yearly,
sub_BU3mn9HLWK29QM,Neutral,,,FALSE,1,2148,,Sausalito,Restaurant,French,Monthly,
sub_AveSJzEV7yr7ta,Neutral,,,FALSE,1,948,US Foods,Clemmons,Restaurant,Pizza,Monthly,
sub_Ewf8ta4iYx4Nm0,Neutral,,,FALSE,1,2388,,New York,Restaurant,American (New),Monthly,
sub_FUsVgLuUKgfZNZ,Good,,,FALSE,2,2388,,Boston,Restaurant,Salad,Monthly,
sub_Apd1RMeNet1Ybr,Neutral,,,FALSE,1,1908,US Foods,Tombstone,Restaurant,American (Traditional),Monthly,
sub_FeyvLr9teGrlzp,,,,FALSE,1,,US Foods,Ocean Springs,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_ElTeuUIaDoqXuk,Neutral,,,FALSE,2,3564,,New York,Restaurant,Bar - Traditional,Monthly,
sub_FsN7D5XoFgb8Yr,Good,,,FALSE,,,,Englewood Cliffs,Restaurant,Italian,Monthly,
sub_FJwxYcvas7Zdmf,Good,,,FALSE,1,1908,US Foods,Kansas City,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,,
sub_AhlDtpvqA0T1fS,Neutral,,10,FALSE,1,1188,,Damascus,Restaurant,American (Traditional),Yearly,
sub_EG2PQNFrWXmpw5,Neutral,,,FALSE,1,2388,,San Francisco,Restaurant,Chinese,Monthly,
sub_CgynDC59CpWs0R,Neutral,,,FALSE,1,1908,US Foods,Midlothian,Restaurant,Italian,Monthly,
sub_9Gv91R7nAI4K1Y,Neutral,,10,FALSE,1,588,,New York,Restaurant,Breakfast / Brunch,Monthly,
sub_Cct8RHzHBvzPTU,Neutral,,,FALSE,1,1188,US Foods,Rothsay,Restaurant,American (Traditional),Monthly,
sub_Cjhgy3kzEBl0RL,Neutral,neutral,,FALSE,1,1908,US Foods,Laguna Hills,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_D7A5R7Dcl0yDsO,Good,,,FALSE,1,2976,,Littleton,Restaurant,American (Traditional),Monthly,
sub_9eZIU0Vmgejbk9,Bad,,,FALSE,4,1188,,Manila,Restaurant,Pizza,Yearly,
sub_BzV0OoAvtqIBv2,Neutral,,,FALSE,1,4548,,Evanston,Restaurant,Mexican,Monthly,
sub_AwKss9etwBMTGn,Neutral,,10,FALSE,1,948,US Foods,Freehold,Restaurant,Italian,Monthly,
sub_Cpg6WZYJDYp9vB,Neutral,,,FALSE,1,468,US Foods,Robinsonville,Restaurant,American (Traditional),Monthly,
sub_Cn0ihen8TLwQCw,Neutral,,,FALSE,3,2388,,Reston,Restaurant,Mediterranean / Greek,Monthly,
sub_FWhYkhYmjcqzCA,Good,,3,FALSE,1,0,,Vail,Restaurant,Barbecue,Monthly,2019-07-23 00:00:00.000 +0000
sub_BXS2soYUj4QKKQ,Neutral,,,FALSE,1,468,US Foods,Ottawa,Restaurant,American (Traditional),Monthly,
sub_ChOs1woortWJTq,Neutral,,,FALSE,1,468,US Foods,Belcourt,Restaurant,American (New),Monthly,
sub_EJMIIs54OshSRi,Neutral,,,FALSE,1,2388,,Washington,Restaurant,Seafood,Monthly,
sub_Cx6P4fOmJFqnud,Bad,neutral,,FALSE,1,2388,,Sea Cliff,Restaurant,Seafood,Monthly,
sub_BzxsaLDDlUZWKd,Good,,9,FALSE,1,2148,,New York,Restaurant,Bar - Traditional,Yearly,
sub_D9mNY7jWProyXX,Good,positive,,FALSE,1,2388,,Brooklyn,Restaurant,Italian,Monthly,
sub_DVBok723KTChCD,Good,neutral,,FALSE,1,1908,,West Caldwell,Restaurant,Italian,Monthly,
sub_EIgi9H9mOBgATx,Neutral,,,FALSE,2,2388,,New York,Restaurant,French,Monthly,
sub_CA3L4t6lksFbMf,Neutral,,,FALSE,3,2388,,New York,Cafe / Coffee Shop,Coffee,Monthly,
sub_ANzLh4Y33UQWpl,Neutral,positive,,FALSE,3,1188,,New York,Restaurant,Other,Yearly,
sub_G0cczsXLlbNy5U,Good,,,FALSE,1,,US Foods,Overland Park,Restaurant,Seafood,Monthly,
sub_CvAUz19o8YXxmj,Neutral,,,FALSE,1,1908,US Foods,Stillwater,Restaurant,Breakfast / Brunch,Monthly,
sub_CmzVlhVzwPhnpB,Neutral,,,FALSE,1,468,US Foods,Silver Lake,Restaurant,American (Traditional),Monthly,
sub_F4EDU9gosBtjgQ,Neutral,,,FALSE,1,1439.83,,New York,Restaurant,American (New),Yearly,
sub_Dv3ZIY3v4m5sLS,Neutral,neutral,,FALSE,1,468,US Foods,Pell City,Deli,Deli / Sandwiches,Monthly,
sub_E45N0mSj5d5naj,Good,positive,,FALSE,1,1908,US Foods,Round Rock,Catering,American (Traditional),Monthly,
sub_ERiusD7UolhjBC,Neutral,neutral,,FALSE,2,5724,,Los Angeles,Restaurant,Mediterranean / Greek,Monthly,
sub_ElShtr0xiDrcwo,Neutral,,,FALSE,1,1908,US Foods,Elbe,Restaurant,American (Traditional),Monthly,
sub_Fa6r8sl5mtODCo,Good,,,FALSE,1,,,Sterling,Catering,Middle Eastern,Monthly,
sub_BmZ615R86qcmJk,Neutral,,,FALSE,2,2388,,New York,Restaurant,Italian,Monthly,2019-10-31 00:00:00.000 +0000
sub_C4llpFeIyyED3H,Neutral,,,FALSE,1,468,US Foods,Tampa,Restaurant,Latin American / South American / Central American,Monthly,
sub_D8kueydaBh44Xp,Neutral,,,FALSE,1,2148,US Foods,Corona,Restaurant,American (Traditional),Monthly,
sub_Da3V3hLRUiURGE,Neutral,,,FALSE,1,2388,,West Hollywood,Restaurant,American (New),Monthly,
sub_Ef7JcXae3ccVAh,Neutral,positive,,FALSE,1,2388,,Bronx,Restaurant,Baked Goods / Confections,Monthly,
sub_FEefBoqUmJfmtl,Good,,,FALSE,1,1908,US Foods,Lake Charles,Restaurant,Southern / Creole,Monthly,
sub_DSvcdJQeVZ4jGz,Neutral,,,FALSE,1,1188,US Foods,Winona,Restaurant,American (Traditional),Monthly,
sub_FXYNKLTHw6zQDX,Good,,,FALSE,1,,US Foods,Jamestown,Restaurant,Barbecue,Monthly,
sub_FKlE2VHkgzOGhm,Neutral,,,FALSE,,1428,,Washington,Restaurant,Other,,2016-11-01 00:00:00.000 +0000
sub_B5kkaJG5bzi5Cc,Good,,,FALSE,1,1188,,New York,Bar,Bar - Cocktail,Yearly,
sub_F94Z6YaVL2S9rK,Neutral,,,FALSE,1,468,US Foods,Myrtle Beach,Restaurant,Breakfast / Brunch,Monthly,
sub_CrR6S1u1Gchgpl,Neutral,neutral,,FALSE,1,1908,US Foods,Racine,Restaurant,Pizza,Monthly,
sub_D7a2SBuiqwSRjq,Neutral,,,FALSE,1,1908,US Foods,Albuquerque,Restaurant,American (New),Monthly,
sub_FeaKnFQlPOxzlH,Good,,,FALSE,1,,US Foods,Beafort,Catering,American (Traditional),Monthly,
sub_FGvJ0jcYHML9mX,Neutral,neutral,,FALSE,1,4176,,Oak Lawn,Restaurant,American (Traditional),Monthly,
sub_CK6FzNhsZVBRnV,Neutral,neutral,,FALSE,1,1188,US Foods,Knoxville,Restaurant,Italian,Monthly,
sub_D7EzjgPTWSJbrP,Neutral,,,FALSE,1,2388,,Andover,Restaurant,Breakfast / Brunch,Monthly,
sub_FL81VVvVzc7CxP,,,,FALSE,1,2976,,Washington,Restaurant,Pizza,Monthly,
sub_DgpKzkYfSqrgea,Neutral,,,FALSE,1,2388,,Montgomery,Restaurant,Breakfast / Brunch,Monthly,
sub_BVzO0LvjlSEX6E,Neutral,neutral,,FALSE,1,2388,,Nutley,Restaurant,Italian,Monthly,
sub_FPYK8wyrKCia1y,,,,FALSE,1,1428,,Indian Trail,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_9Z3IamqtiVbcYZ,Neutral,,,FALSE,1,2388,,Washington,Restaurant,Asian Fusion,,
sub_EYmLCTLD7fwPb9,Neutral,,,FALSE,1,2388,,Fort Worth,Restaurant,Southern / Creole,Monthly,
sub_FuguKlNw042kTU,Neutral,,,FALSE,1,2388,,Fort Worth,Restaurant,Southern / Creole,Monthly,
sub_B7m8PK1RkeXu1V,Neutral,,,FALSE,1,4548,,Modesto,Restaurant,American (Traditional),Monthly,
sub_CblDs9giixVHfP,Neutral,neutral,5,FALSE,3,1908,US Foods,Wexford,Restaurant,American (New),Monthly,
sub_DLSSEYdyiY3E3i,Neutral,neutral,,FALSE,2,1908,US Foods,Murrieta,Butcher,Butcher,Monthly,
sub_BdMpzHZ100lgB7,Neutral,neutral,,FALSE,1,948,US Foods,Charlotte,Restaurant,Italian,Monthly,
sub_FHi5keH1j6v9AF,Neutral,,10,FALSE,,1188,US Foods,Kent,Cafe / Coffee Shop,Breakfast / Brunch,Monthly,
sub_DTMMWLKndGMHpi,Good,,,FALSE,1,1908,US Foods,Ruskin,Restaurant,German,Monthly,
sub_D0PVj0vEaKnUlw,Neutral,neutral,,FALSE,1,1428,,Odenton,Restaurant,Italian,Monthly,
sub_ExV17JojcFynmy,Neutral,neutral,,FALSE,4,4740,,Roberts,Restaurant,Pizza/Italian,,
sub_AZVrXWIudTsJqW,Neutral,neutral,,FALSE,4,1188,,Boston,Restaurant,Mexican,Yearly,
sub_E3mUp25oWm4Z01,Neutral,,,FALSE,1,4056,,Raleigh,Restaurant,Mexican,Monthly,
sub_FsRjms9pqmto6i,,,,FALSE,1,0,US Foods,West Plains,Restaurant,Barbecue,Monthly,
sub_DAwv8eBPW5xg6A,Neutral,neutral,,FALSE,1,2388,,Athens,Bar,American (New),Monthly,
sub_Ez3KtQHwSb1LNu,Neutral,,,FALSE,1,2388,,Red Bank,Restaurant,Italian,Monthly,
sub_BAeEUvkVb72Z5X,Neutral,,,FALSE,1,948,US Foods,New Braunfels,Restaurant,Burgers,Monthly,
sub_ADl8wJAPJx4xoG,Neutral,,,FALSE,1,468,US Foods,Burnsville,Restaurant,Other,Monthly,2016-10-03 00:00:00.000 +0000
sub_FvmEZ6Jb63gf4m,Neutral,,,FALSE,1,,US Foods,Hoboken,Bar,Bar,Monthly,
sub_CmJzjaGbmSHYpX,Neutral,,8,FALSE,1,2388,,Memphis,Restaurant,American (New),Monthly,
sub_7hzND6BJ3JZdIU,Neutral,,,FALSE,1,1896,,Washington,Bar,British,Monthly,
sub_FPazkOU0rCzhDs,Good,,,FALSE,1,2388,,Houston,Restaurant,Contemporary Italian,,
sub_E6fcTvEODtNCYY,Neutral,,,FALSE,1,1776,US Foods,Yorktown,Restaurant,Italian,Monthly,
sub_EkIp7D2iqzYx0w,Neutral,,7,FALSE,1,2388,,Atlanta,Restaurant,Mexican,Monthly,
sub_BedTJ1DLPlv6EE,Good,neutral,,FALSE,1,2148,,Boston,Restaurant,Supper Club,Yearly,
sub_AsgFpM0dV8uFgX,Neutral,neutral,,FALSE,1,1188,,Manhattan Beach,Restaurant,Italian,,
sub_ByMwo90o9gueRs,Neutral,neutral,5,FALSE,1,1908,US Foods,Tulsa,Restaurant,Steakhouse,Monthly,
sub_DpD6jONiovhMtz,Neutral,,,FALSE,1,1826.65,,Brooklyn,Bakery / Confectionary,Ice Cream,Yearly,
sub_BYaC8b2xeND7iq,Neutral,neutral,,FALSE,4,2388,,Millburn,Restaurant,Salad,Monthly,
sub_BdlKXtLkgq4EJf,Neutral,neutral,,FALSE,2,1908,US Foods,Romeoville,Restaurant,Mexican,Monthly,
sub_DQL5iwGKhRunBn,Neutral,,,FALSE,1,2388,,New York,Restaurant,Italian,Monthly,
sub_DDcHPbv9FkwDcX,Neutral,,,FALSE,1,1188,,Stamford,Hospitality Group,Other,Yearly,
sub_EE9Cw9pfvW6hew,Neutral,,,FALSE,1,1428,,Edison,Bar,American (New),Monthly,
sub_Els2an99ZAWANL,Neutral,,,FALSE,1,2496,US Foods,Piscataway,Restaurant,American (New),Monthly,
sub_8KuSrW9APXJsOO,Neutral,,,FALSE,10,2388,,New York,Restaurant,Pizza,Monthly,
sub_CfvscJdKJIJd9S,Neutral,,,FALSE,1,1908,US Foods,Kent,Restaurant,American (Traditional),Monthly,
sub_A2GSs0i6JdlAle,Neutral,,,FALSE,1,1428,,Lancaster,Restaurant,Asian Fusion,Yearly,
sub_BzD9L7mT0DMWMC,Neutral,,,FALSE,1,948,US Foods,Cannon Falls,Restaurant,American,Yearly,
sub_FhtxJa6WD5jWBx,,,,FALSE,1,,US Foods,"Charlotte, NC",Restaurant,Seafood,Monthly,
sub_GA1jIAhifHjiCi,Good,,,FALSE,18,2678,,Charleston,Hospitality Group,American (New),Yearly,
sub_CUvyLCwxpaNFOw,Neutral,,,FALSE,1,1188,US Foods,Lakeland,Restaurant,Bar - Traditional,Monthly,
sub_Eye3ICWLsl6vuJ,Good,,,FALSE,1,1908,US Foods,Lake George,Restaurant,American (Traditional),Monthly,
sub_DYDlclyMvt0jBJ,Good,,,FALSE,1,1188,US Foods,Tucson,Restaurant,Barbecue,Monthly,
sub_EBdzauBBTvl0XO,Neutral,neutral,,FALSE,1,2388,,Los Angeles,Restaurant,Asian Fusion,Monthly,
sub_COhbpK03dKGTtC,Neutral,neutral,,FALSE,1,1188,US Foods,Duck,Restaurant,Pizza,Monthly,
sub_BgR5zsTGBf70Zr,Neutral,,,FALSE,1,948,US Foods,Gallipolis,Bar,American (Traditional),Monthly,
sub_EjCDC8dB9fbom9,Neutral,,,FALSE,1,1188,US Foods,Bronx,Restaurant,American (New),Monthly,
sub_FaT1W01gHxiBiN,,,,FALSE,1,,,San Leandro,Restaurant,Mexican,Monthly,
sub_CZ9Rvcb5Y9DeKp,Neutral,,,FALSE,1,468,US Foods,Ringgold,Restaurant,American (Traditional),Monthly,
sub_EoshG3ogQbic2l,Neutral,,,FALSE,3,1908,US Foods,Henderson,Restaurant,Pizza,Monthly,
sub_EzjzE4v3b3QDsA,Neutral,,,FALSE,2,2388,,Sea Bright,Restaurant,"[""Japanese"",""Asian"",""Sushi"",""Fusion"",""Pan Asian""]",,
sub_BQjMsSa1Rp9uoe,Neutral,,,FALSE,1,1428,,New York,Catering,Middle Eastern,Monthly,
sub_Bpo0H2LivTeXpL,Neutral,,,FALSE,1,2388,,Los Angeles,Food Truck,Latin American / South American / Central American,Monthly,
sub_CrTQw3gpXZqalK,Good,,,FALSE,1,2388,,North Myrtle Beach,Restaurant,Mexican,Monthly,
sub_EHYxElWWoqiUc7,Neutral,,,FALSE,1,2149,,New Orleans,Catering,American (Traditional),Yearly,
sub_AN7XSGEKnLqQYT,Neutral,neutral,,FALSE,1,1428,,Rego Park,Bar,American (Traditional),Monthly,
sub_DQLACjrRr3MaCn,Neutral,,,FALSE,1,1068,US Foods,Brigantine,Restaurant,American (New),Monthly,
sub_FV7H0DLNbkBY06,,,,FALSE,3,1908,US Foods,Downers Grove,Restaurant,American,Monthly,
sub_Fg4kfysRcj0NVB,Good,,,FALSE,1,,US Foods,Gulfport,Restaurant,American (New),Monthly,
sub_DlgMWhupAUTelF,Neutral,,,FALSE,1,1188,US Foods,Raymore,Restaurant,American (Traditional),Monthly,
sub_CmBLA3f53KqA7b,Neutral,positive,,FALSE,1,468,US Foods,Pompano Beach,Restaurant,Burgers,Monthly,
sub_9zC63rtLh7tHNB,Neutral,,5,FALSE,1,468,US Foods,Atlanta,Restaurant,Fast Food,Monthly,
sub_DYZEDFdZR6FqL6,Neutral,,,TRUE,1,468,US Foods,Cedar Falls,Restaurant,Mexican,Monthly,
sub_F6SogDrAzKy8t2,Good,,,FALSE,1,2388,,Ashland,Restaurant,Pizza,Monthly,
sub_EbM3g8YqYwjPAT,Neutral,,7,FALSE,1,2388,,Iowa City,Food Truck,Island / Caribbean / Hawaiian,Monthly,
sub_EyZas3UW24WdJA,Good,,,FALSE,2,2388,,Chicago,Bar,Bar - Traditional,Monthly,
sub_9SHA79LaNdTmDG,Neutral,,,FALSE,1,1908,US Foods,Seneca,Restaurant,Pizza,Monthly,
sub_EGASHBfeEJs1zF,Neutral,,,FALSE,1,1285,,San Diego,Restaurant,American (New),Monthly,
sub_FEOnXuFLFo21F3,Good,,,FALSE,10,4306.4,,Austin,Restaurant,Ice Cream,Yearly,
sub_G0HvNtkjHur088,,,,FALSE,3,,US Foods,Auburn,Restaurant,Thai,Monthly,
sub_Cc6huAzklMZAA2,Good,,,FALSE,1,2388,,billing city,Restaurant,American (New),Monthly,
sub_CxA6Vihcp9Ccr4,Neutral,,,FALSE,1,2388,,Pompano Beach,Restaurant,Italian,Monthly,
