CHURN_DATE,HEALTH_SCORE,HEALTH_SCORE_UPDATED_DATE,RELATIONSHIP_STRENGTH,SENTIMENT,LAST_ZENDESK_TICKET_DATE,NPS_SCORE,NPS_SCORE_DATE,LAST_LOGIN,IS_EDITED,IS_DELINQUENT,IS_CONCEPT,NUMBER_OF_CONCEPTS,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,ANNUAL_HOSPITALITY_GROUP_REVENUE,PARTNERSHIP,BILLING_CITY,BILLING_COUNTRY,BILLING_STATE,BUSINESS_MARKET,BUSINESS_TYPE,SERVICE_STYLE,NEW_OR_EXISTING,CUISINE,INTERESTED_IN_CATERING_STORE,INTERESTED_IN_ECOMMERCE,INTERESTED_IN_GIFT_CARDS,INTERESTED_IN_MENU_MANAGEMENT,INTERESTED_IN_MOBILE_WEB,INTERESTED_IN_SEO,CREATED_DATE,CUSTOMER_SINCE,CUSTOMER_WON_DATE,DATE_OF_FIRST_OPPORTUNITY,LAST_EDIT,LAUNCH_DATE,PAYMENT_PLAN,FREQUENCY,SUBSCRIPTION_ID,SUBSCRIPTION_ITEM_ID,PRODUCT_ID,PRODUCT_QUANTITY,PRODUCT_PRICE,START_DATE,END_DATE
,,,Neutral,,,,,2019-10-23 04:00:00.000 +0000,TRUE,FALSE,1,2,2,4644,0,,Washington,United States,District of Columbia,,Restaurant,Full Service - Casual,Existing Establishment,Sandwiches/Soups/Salads/Deli,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-19 22:11:46.000 +0000,2019-07-31 00:00:00.000 +0000,2019-07-31 00:00:00.000 +0000,2019-06-19 22:11:47.000 +0000,2019-10-22 18:38:16.000 +0000,2019-10-24 00:00:00.000 +0000,Yearly,Annual,sub_FXUTJUaKxZDNbK,si_FXUTKhbQoauNbJ,base_plus_yearly,1,2149,2019-07-31 21:37:43.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,,United States,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-10 18:56:32.000 +0000,,,2019-06-10 18:56:34.000 +0000,,,,Monthly,sub_FJsLGHa1SHEvkB,si_FJsLAPYYknULI8,base_plus_monthly,1,199,2019-06-25 13:22:14.000 +0000,2019-07-30 13:22:14.000 -0700
,46,2019-08-12 07:00:00.000 +0000,Neutral,,,,,2019-03-04 05:00:00.000 +0000,FALSE,FALSE,1,,0,0,0,,Washington,United States,District of Columbia,DC,Other,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-08-26 00:10:39.000 +0000,,,2016-08-26 00:38:03.000 +0000,2017-06-08 17:52:47.000 +0000,,Monthly,Monthly,sub_8iQ1Sm2p9Xe0tG,si_18QzBo2vS2BuzRKbIPMINyMw,baby,1,99,2016-06-27 12:50:12.000 +0000,
,43,2019-08-12 07:00:00.000 +0000,Neutral,,,,,2019-10-17 04:00:00.000 +0000,TRUE,FALSE,1,,1,2388,4776,,Denver,United States,Colorado,Colorado,Food Truck,Fast Casual,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-01-11 20:49:45.000 +0000,2019-01-13 00:00:00.000 +0000,2019-01-13 00:00:00.000 +0000,2019-01-13 13:16:30.000 +0000,2019-10-17 01:39:24.000 +0000,,Monthly,Monthly,sub_EKBSjFQzmcSov0,si_EKBSsA3sF9LLzP,base_plus_monthly,1,199,2019-01-11 20:58:56.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,,1,,0,,Cambridge,United States,Massachusetts,,Restaurant,Full Service - Casual,New Opening,Southern / Creole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-09 16:29:24.000 +0000,2019-09-18 00:00:00.000 +0000,2019-09-18 00:00:00.000 +0000,2019-09-09 16:32:09.000 +0000,,,,Monthly,sub_FphWo1EyUTFsQj,si_FphWQQKFjYjxcm,addon_localsync_monthly,1,49,2019-09-18 12:19:12.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,,1,,0,,Cambridge,United States,Massachusetts,,Restaurant,Full Service - Casual,New Opening,Southern / Creole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-09 16:29:24.000 +0000,2019-09-18 00:00:00.000 +0000,2019-09-18 00:00:00.000 +0000,2019-09-09 16:32:09.000 +0000,,,,Monthly,sub_FphWo1EyUTFsQj,si_FphWtSCGnWXnbb,base_plus_monthly,1,199,2019-09-18 12:19:12.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,1,1,4180,0,,San Francisco,United States,California,,Catering,Full Service - Casual,Existing Establishment,[""Mexican""],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-15 16:57:41.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-15 16:57:42.000 +0000,,,Yearly,Annual,sub_G5AuUOGAkDBiNL,si_G5AuEr2D7iB079,base_plus_yearly,1,2149,2019-10-29 19:40:49.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,1,1,4180,0,,San Francisco,United States,California,,Catering,Full Service - Casual,Existing Establishment,[""Mexican""],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-15 16:57:41.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-15 16:57:42.000 +0000,,,Yearly,Annual,sub_G5AuUOGAkDBiNL,si_G5Au4lyn1jTD3S,addon_catering_store_yearly,1,1501,2019-10-29 19:40:49.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,1,1,4180,0,,San Francisco,United States,California,,Catering,Full Service - Casual,Existing Establishment,[""Mexican""],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-15 16:57:41.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-15 16:57:42.000 +0000,,,Yearly,Annual,sub_G5AuUOGAkDBiNL,si_G5AubMCCiV46Te,addon_localsync_yearly,1,529,2019-10-29 19:40:49.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,"East Rutherford,",United States,New Jersey,,Restaurant,Full Service - Casual,Existing Establishment,Mediterranean / Greek,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-24 18:43:28.000 +0000,2019-11-04 00:00:00.000 +0000,2019-11-04 00:00:00.000 +0000,2019-10-24 21:43:59.000 +0000,,,Monthly,Monthly,sub_G7QtIxioP2WBvS,si_G7QtlK0qHPB76P,base_essentials_monthly,1,119,2019-11-04 20:19:45.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,Palm Desert,United States,California,,Restaurant,Fast Casual,Existing Establishment,Burgers,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-12 14:13:00.000 +0000,2019-11-04 00:00:00.000 +0000,2019-11-04 00:00:00.000 +0000,2019-09-12 14:13:01.000 +0000,,,Monthly,Monthly,sub_G6GFuJ6DBzqsvF,si_G6GFC6lCNQCVMk,base_plus_monthly,1,199,2019-11-01 17:16:03.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,West Orange,United States,New Jersey,,Restaurant,Full Service - Casual,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-04 18:58:23.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-04 18:58:25.000 +0000,,,Monthly,Monthly,sub_G57h3TGK8dF8FA,si_G57hgz5HoKnWGF,addon_catering_store_monthly,1,139,2019-10-29 16:21:46.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,West Orange,United States,New Jersey,,Restaurant,Full Service - Casual,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-04 18:58:23.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-29 00:00:00.000 +0000,2019-10-04 18:58:25.000 +0000,,,Monthly,Monthly,sub_G57h3TGK8dF8FA,si_G57hb1MTlfn0em,base_plus_monthly,1,199,2019-10-29 16:21:46.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,2,,0,US Foods,Kansas City,United States,Missouri,,Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-23 22:27:17.000 +0000,2019-10-28 00:00:00.000 +0000,2019-10-28 00:00:00.000 +0000,2019-10-23 22:27:18.000 +0000,,,Monthly,Monthly,sub_G40zYh8cYyAJEl,si_G40zvtcOIWdvef,base_plus_monthly,1,199,2019-10-26 17:21:27.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Seafood,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-12 21:42:44.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 21:42:45.000 +0000,,,Monthly,Monthly,sub_FnbMpTxvAEIm0F,si_FnbMmih8b2ld2e,addon_localsync_monthly,1,49,2019-09-12 21:48:57.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Seafood,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-12 21:42:44.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 21:42:45.000 +0000,,,Monthly,Monthly,sub_FnbMpTxvAEIm0F,si_FnbMrbPizYoQqU,base_plus_monthly,1,199,2019-09-12 21:48:57.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Seafood,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-12 21:42:44.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 21:42:45.000 +0000,,,Monthly,Monthly,sub_FnbMpTxvAEIm0F,si_FnbMIBvj4SAZXY,addon_private_events_yearly,1,149,2019-09-12 21:48:57.000 +0000,
,,,,,,,,,FALSE,FALSE,1,2,1,,0,US Foods,Bay City,United States,Michigan,,Restaurant,Full Service - Casual,New Opening,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-17 19:18:49.000 +0000,2019-11-12 00:00:00.000 +0000,2019-11-12 00:00:00.000 +0000,2019-10-17 19:18:50.000 +0000,,,Monthly,Monthly,sub_GALhnIgEBjnUK8,si_GALhNnSl6NK6m0,base_plus_monthly,1,199,2019-11-12 15:09:56.000 +0000,
,,,Good,,,,,2019-10-29 04:00:00.000 +0000,FALSE,FALSE,1,1,1,,0,,New York,United States,New York,,Food Consultant,Other,New Opening,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-16 22:27:29.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-16 22:27:30.000 +0000,,,Monthly,Monthly,sub_FpNWepkKp1HAvT,si_FpNWVVPdyUllWO,base_plus_monthly,1,199,2019-09-17 15:38:33.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Honolulu,United States,Hawaii,,Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 20:13:19.000 +0000,2019-08-26 00:00:00.000 +0000,2019-08-26 00:00:00.000 +0000,2019-08-26 20:13:20.000 +0000,,,Monthly,Monthly,sub_FhFaJNDpPk4RMN,si_FhUCULwCSsNcqV,base_plus_monthly,1,199,2019-08-27 14:00:39.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,Charlotte,United States,North Carolina,,Restaurant,Full Service - Casual,New Opening,"[""American"",""Gastropub"",""Traditional""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-11-08 18:44:42.000 +0000,2019-11-12 00:00:00.000 +0000,2019-11-12 00:00:00.000 +0000,2019-11-08 18:44:43.000 +0000,,,Monthly,Monthly,sub_GANDO4SqnxZKB8,si_GANDAeRp6aP87z,base_plus_monthly,1,199,2019-11-12 16:43:38.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,2,,0,US Foods,Kissimmee,United States,Florida,,Food Truck,Food Truck,Existing Establishment,Spanish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-11 19:10:11.000 +0000,2019-10-13 00:00:00.000 +0000,2019-10-13 00:00:00.000 +0000,2019-10-13 12:58:05.000 +0000,,,Monthly,Monthly,sub_FyQXe40E4Er0Ua,si_FyQXi4ezLxGKsf,base_plus_monthly,1,199,2019-10-11 19:22:10.000 +0000,
,,,,,,,,,FALSE,FALSE,1,5,1,,0,,Washington,United States,District of Columbia,,Event Space,Other,New Opening,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-19 14:14:41.000 +0000,2019-10-01 00:00:00.000 +0000,2019-10-01 00:00:00.000 +0000,2019-09-19 14:39:35.000 +0000,,,Monthly,Annual,sub_FuhXnkUr5F581e,si_FuhXMjyrtXLkfv,base_plus_yearly,1,2149,2019-10-01 20:39:36.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Springdale,United States,Utah,,Restaurant,Full Service - Casual,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-15 16:17:14.000 +0000,2019-10-25 00:00:00.000 +0000,2019-10-25 00:00:00.000 +0000,2019-10-15 16:17:15.000 +0000,,,Monthly,Monthly,sub_G3dpLYUO5p9nYn,si_G3dpG7WMdhy2Id,addon_localsync_monthly,1,49,2019-10-25 17:25:50.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Springdale,United States,Utah,,Restaurant,Full Service - Casual,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-15 16:17:14.000 +0000,2019-10-25 00:00:00.000 +0000,2019-10-25 00:00:00.000 +0000,2019-10-15 16:17:15.000 +0000,,,Monthly,Monthly,sub_G3dpLYUO5p9nYn,si_G3dpJZP0tDJaNW,base_plus_monthly,1,199,2019-10-25 17:25:50.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Woodstock,United States,New York,,Restaurant,Diner,New Opening,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-16 17:25:31.000 +0000,2019-10-17 00:00:00.000 +0000,2019-10-17 00:00:00.000 +0000,2019-10-16 17:29:48.000 +0000,,,Monthly,Monthly,sub_G0enjkHVSyYpeI,si_G0enVmPSUnsMw8,base_plus_monthly,1,199,2019-10-17 18:13:26.000 +0000,
,,,,,,,,2019-09-26 04:00:00.000 +0000,FALSE,FALSE,1,,1,,0,,Kansas City,United States,Missouri,,Restaurant,Full Service - Casual,Existing Establishment,"[""Sandwiches"",""American"",""Burgers"",""Subs""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 19:50:45.000 +0000,2019-08-27 00:00:00.000 +0000,2019-08-27 00:00:00.000 +0000,2019-08-26 19:50:46.000 +0000,,,Yearly,Annual,sub_FhZAMnQ871vpP1,si_FhZAxd7V8sLKm9,addon_catering_store_yearly,1,1501,2019-08-27 19:08:52.000 +0000,
,,,,,,,,2019-09-26 04:00:00.000 +0000,FALSE,FALSE,1,,1,,0,,Kansas City,United States,Missouri,,Restaurant,Full Service - Casual,Existing Establishment,"[""Sandwiches"",""American"",""Burgers"",""Subs""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 19:50:45.000 +0000,2019-08-27 00:00:00.000 +0000,2019-08-27 00:00:00.000 +0000,2019-08-26 19:50:46.000 +0000,,,Yearly,Annual,sub_FhZAMnQ871vpP1,si_FhZAK0ZmLjVyyP,base_plus_yearly,1,2149,2019-08-27 19:08:52.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Ashland,United States,Massachusetts,,Restaurant,Full Service - Casual,Existing Establishment,Ramen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-31 15:20:41.000 +0000,2019-11-08 00:00:00.000 +0000,2019-11-08 00:00:00.000 +0000,2019-10-31 15:20:43.000 +0000,,,Monthly,Monthly,sub_G8yl1ncrtGDAz2,si_G8ylkhDk84AHx5,base_plus_monthly,1,199,2019-11-08 23:23:53.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Ashland,United States,Massachusetts,,Restaurant,Full Service - Casual,Existing Establishment,Ramen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-31 15:20:41.000 +0000,2019-11-08 00:00:00.000 +0000,2019-11-08 00:00:00.000 +0000,2019-10-31 15:20:43.000 +0000,,,Monthly,Monthly,sub_G8yl1ncrtGDAz2,si_G8ylOvkUMYSSCa,addon_localsync_monthly,1,49,2019-11-08 23:23:53.000 +0000,
,,,Neutral,,,,,,FALSE,FALSE,1,1,2,,0,US Foods,Savannah,United States,Georgia,,Restaurant,Full Service - Casual,Existing Establishment,Pizza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 15:14:06.000 +0000,2019-09-06 00:00:00.000 +0000,2019-09-06 00:00:00.000 +0000,2019-08-26 15:14:07.000 +0000,,,Monthly,Monthly,sub_FlIiW1Of0hOiC6,si_FlIi9MM3wjnKjb,base_plus_monthly,1,199,2019-09-06 18:24:50.000 +0000,
,,,,,,,,,FALSE,FALSE,1,2,1,,0,US Foods,Coconut Creek,United States,Florida,,Restaurant,Full Service - Casual,New Opening,Breakfast / Brunch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-28 20:30:28.000 +0000,2019-10-28 00:00:00.000 +0000,2019-10-28 00:00:00.000 +0000,2019-10-28 20:30:30.000 +0000,,,Monthly,Monthly,sub_G5x3KwI5Wx2Pnz,si_G5x30gzDmpmAmF,base_plus_monthly,1,199,2019-10-31 21:26:03.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,Aguilar,United States,Colorado,,Bar,Bar,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-17 15:16:36.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-17 15:56:32.000 +0000,,,Monthly,Monthly,sub_FpND8j7yKNaUBL,si_FpNDF3GRr4KhR1,base_essentials_monthly,1,119,2019-09-17 15:20:00.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Rutherford,United States,New Jersey,,Restaurant,Full Service - Casual,New Opening,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-24 21:52:51.000 +0000,2019-11-05 00:00:00.000 +0000,2019-11-05 00:00:00.000 +0000,2019-10-24 22:00:36.000 +0000,,,Monthly,Monthly,sub_G7nyJTjnHtjmvs,si_G7nykkTP1aCgah,base_essentials_monthly,1,119,2019-11-05 20:11:08.000 +0000,
,,,,,,,,2019-11-11 05:00:00.000 +0000,FALSE,FALSE,1,2,1,,0,,Pompano Beach,United States,Florida,,Catering,Other,Existing Establishment,Indian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-27 18:10:23.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-30 00:07:28.000 +0000,2019-11-08 20:29:35.000 +0000,,Monthly,Monthly,sub_FiGNKvgkJkXmZ9,si_FiGNFuRH6KJlRU,base_plus_monthly,1,199,2019-08-29 15:47:49.000 +0000,
,,,Neutral,,,,,,FALSE,FALSE,1,1,1,3096,0,,Austin,United States,Texas,,Food Truck,Food Truck,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-11 20:26:00.000 +0000,2019-09-26 00:00:00.000 +0000,2019-09-26 00:00:00.000 +0000,2019-09-11 20:26:01.000 +0000,,,Monthly,Monthly,sub_FsqENIlGrX1cfv,si_FsqEUeF0tyPeKY,addon_catering_store_monthly,1,139,2019-09-26 21:30:37.000 +0000,
,,,Neutral,,,,,,FALSE,FALSE,1,1,1,3096,0,,Austin,United States,Texas,,Food Truck,Food Truck,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-11 20:26:00.000 +0000,2019-09-26 00:00:00.000 +0000,2019-09-26 00:00:00.000 +0000,2019-09-11 20:26:01.000 +0000,,,Monthly,Monthly,sub_FsqENIlGrX1cfv,si_FsqEt2Xcvzd82X,base_essentials_monthly,1,119,2019-09-26 21:30:37.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,US Foods,Reading,United States,Texas,,Restaurant,Diner,New Opening,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-14 16:41:55.000 +0000,2019-11-01 00:00:00.000 +0000,2019-11-01 00:00:00.000 +0000,2019-10-14 16:41:57.000 +0000,,,Monthly,Monthly,sub_G6GgNgepXHs32H,si_G6GgSLu0V6tJkn,base_essentials_monthly,1,119,2019-11-01 17:43:18.000 +0000,
,,,,,,,,,FALSE,FALSE,1,6,1,,0,US Foods,San Diego,United States,California,,Nightclub / Lounge,Other,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 16:49:17.000 +0000,2019-09-26 00:00:00.000 +0000,2019-09-26 00:00:00.000 +0000,2019-08-26 16:49:18.000 +0000,,,Monthly,Monthly,sub_FsnhlZ7Zr2VqbZ,si_Fsnherlr6489fW,base_essentials_monthly,1,119,2019-09-26 18:54:15.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Decatur,United States,Illinois,,Restaurant,Full Service - Casual,Existing Establishment,Japanese,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-10 22:01:04.000 +0000,2019-10-11 00:00:00.000 +0000,2019-10-11 00:00:00.000 +0000,2019-10-10 22:01:05.000 +0000,,,Monthly,Monthly,sub_Fy8grEqbt7gKcY,si_Fy8gtry1sYRXg6,base_plus_monthly,1,199,2019-10-11 00:54:28.000 +0000,
,,,,,,,,2019-10-18 04:00:00.000 +0000,FALSE,FALSE,1,4,1,,0,,Washington,United States,District of Columbia,,Restaurant,Full Service - Casual,New Opening,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-12 18:23:00.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 00:00:00.000 +0000,2019-09-12 18:31:53.000 +0000,2019-10-09 14:35:04.000 +0000,,Monthly,Monthly,sub_FnYO4fhLXzxdC8,si_FnYOVtWG7BXMza,base_plus_monthly,1,199,2019-09-12 18:45:06.000 +0000,
,,,,,,,,,FALSE,FALSE,1,2,1,,0,,Helena,United States,Montana,,Event Space,Other,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-19 18:44:37.000 +0000,2019-09-30 00:00:00.000 +0000,2019-09-30 00:00:00.000 +0000,2019-09-19 18:45:59.000 +0000,,,Monthly,Monthly,sub_FuJscnw8m9QBfM,si_FuJs2eoP8XwXW1,base_plus_monthly,1,199,2019-09-30 20:12:28.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Catering,Other,New Opening,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-26 17:27:23.000 +0000,2019-11-01 00:00:00.000 +0000,2019-11-01 00:00:00.000 +0000,2019-09-26 17:27:24.000 +0000,,,Monthly,Monthly,sub_G6EVMKZTxlYwMP,si_G6EVxLJvQ4IA86,base_plus_monthly,1,199,2019-11-01 15:28:06.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Catering,Other,New Opening,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-26 17:27:23.000 +0000,2019-11-01 00:00:00.000 +0000,2019-11-01 00:00:00.000 +0000,2019-09-26 17:27:24.000 +0000,,,Monthly,Monthly,sub_G6EVMKZTxlYwMP,si_G6EVScqpR2ebxB,addon_catering_store_monthly,1,139,2019-11-01 15:28:06.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,,,0,,New York,United States,New York,,Catering,Other,New Opening,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-26 17:27:23.000 +0000,2019-11-01 00:00:00.000 +0000,2019-11-01 00:00:00.000 +0000,2019-09-26 17:27:24.000 +0000,,,Monthly,Monthly,sub_G6EVMKZTxlYwMP,si_G6EVjfi9hhWFIK,addon_private_events_yearly,1,149,2019-11-01 15:28:06.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,1,,0,,Lahaina,United States,Hawaii,,Restaurant,Fast Casual,Existing Establishment,Ice Cream,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-29 00:01:27.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-29 00:02:36.000 +0000,,,Monthly,Monthly,sub_FiNtITy5iY6Arm,si_FiNtTDb2Mdnpry,addon_localsync_monthly,1,49,2019-08-29 23:33:36.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,1,,0,,Lahaina,United States,Hawaii,,Restaurant,Fast Casual,Existing Establishment,Ice Cream,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-29 00:01:27.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-29 00:00:00.000 +0000,2019-08-29 00:02:36.000 +0000,,,Monthly,Monthly,sub_FiNtITy5iY6Arm,si_FiNtPRFQwvIcHa,base_plus_monthly,1,199,2019-08-29 23:33:36.000 +0000,
,,,,,,,,,FALSE,FALSE,1,,1,,0,,Jacksonville,United States,Florida,,Restaurant,Full Service - Casual,New Opening,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-26 13:19:06.000 +0000,2019-10-04 00:00:00.000 +0000,2019-10-04 00:00:00.000 +0000,2019-08-26 13:19:07.000 +0000,,,Monthly,Monthly,sub_Fvs5wLV2WUGUq4,si_Fvs5Oe6g9gK9Io,base_plus_monthly,1,199,2019-10-04 23:37:21.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Ocala,United States,Florida,Florida,Restaurant,Full Service - Casual,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-18 13:58:46.000 +0000,2019-10-22 00:00:00.000 +0000,2019-10-22 00:00:00.000 +0000,2019-09-18 13:58:47.000 +0000,,,Monthly,Monthly,sub_G22EnZ2ROb51jL,si_G22EYCO09XS1Tc,base_plus_monthly,1,199,2019-10-21 10:30:47.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Ocala,United States,Florida,Florida,Restaurant,Full Service - Casual,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-18 13:58:46.000 +0000,2019-10-22 00:00:00.000 +0000,2019-10-22 00:00:00.000 +0000,2019-09-18 13:58:47.000 +0000,,,Monthly,Monthly,sub_G22EnZ2ROb51jL,si_G22EQLSfnEuqKJ,addon_catering_store_monthly,1,139,2019-10-21 10:30:47.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,"Astoria,",United States,New York,Queens,Restaurant,Fast Casual,Existing Establishment,Breakfast / Brunch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-16 16:12:40.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-16 16:12:41.000 +0000,,,Monthly,Monthly,sub_FpQqPnTN4hKrac,si_FpQqiaOujrD67X,addon_catering_store_monthly,1,139,2019-09-17 19:04:52.000 +0000,
