CHURN_DATE,HEALTH_SCORE,HEALTH_SCORE_UPDATED_DATE,RELATIONSHIP_STRENGTH,SENTIMENT,LAST_ZENDESK_TICKET_DATE,NPS_SCORE,NPS_SCORE_DATE,LAST_LOGIN,IS_EDITED,IS_DELINQUENT,IS_CONCEPT,NUMBER_OF_CONCEPTS,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,ANNUAL_HOSPITALITY_GROUP_REVENUE,PARTNERSHIP,BILLING_CITY,BILLING_COUNTRY,BILLING_STATE,BUSINESS_MARKET,BUSINESS_TYPE,SERVICE_STYLE,NEW_OR_EXISTING,CUISINE,INTERESTED_IN_CATERING_STORE,INTERESTED_IN_ECOMMERCE,INTERESTED_IN_GIFT_CARDS,INTERESTED_IN_MENU_MANAGEMENT,INTERESTED_IN_MOBILE_WEB,INTERESTED_IN_SEO,CREATED_DATE,CUSTOMER_SINCE,CUSTOMER_WON_DATE,DATE_OF_FIRST_OPPORTUNITY,LAST_EDIT,LAUNCH_DATE,PAYMENT_PLAN,FREQUENCY,SUBSCRIPTION_ID,SUBSCRIPTION_ITEM_ID,PRODUCT_ID,PRODUCT_QUANTITY,PRODUCT_PRICE,START_DATE,END_DATE
,86,2019-11-08 00:31:00.000 +0000,Good,neutral,2019-11-04 22:38:47.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,,1,2388,7164,,San Francisco,United States,California,San Francisco,Restaurant,Full Service - Casual,Existing Establishment,American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-02-10 20:40:20.000 +0000,2017-09-30 00:00:00.000 +0000,2017-09-30 00:00:00.000 +0000,2017-02-10 20:40:20.000 +0000,2019-11-19 03:51:52.000 +0000,2018-02-06 00:00:00.000 +0000,Monthly,Monthly,sub_BU891C4pwl7Odb,si_1B79tA2vS2BuzRKbgOaQcmMD,plus,1,199,2017-09-28 21:49:48.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,,1,2976,0,,Stoneham,United States,Massachusetts,Boston,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-06-21 19:42:25.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-14 00:00:00.000 +0000,2017-06-21 19:42:26.000 +0000,2019-11-15 05:18:57.000 +0000,2019-09-19 00:00:00.000 +0000,Monthly,Monthly,sub_EhTkunrhsjcZp3,si_EhTkesXsiIgIcs,addon_localsync_monthly,1,49,2019-03-15 01:24:50.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,,1,2976,0,,Stoneham,United States,Massachusetts,Boston,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-06-21 19:42:25.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-14 00:00:00.000 +0000,2017-06-21 19:42:26.000 +0000,2019-11-15 05:18:57.000 +0000,2019-09-19 00:00:00.000 +0000,Monthly,Monthly,sub_EhTkunrhsjcZp3,si_EhTk9U4W0utLVc,base_plus_monthly,1,199,2019-03-15 01:24:50.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-12 05:00:00.000 +0000,FALSE,FALSE,1,1,2,2388,0,,Los Angeles,United States,California,California,Restaurant,Full Service - Casual,Existing Establishment,Mediterranean / Greek,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2018-10-22 14:56:17.000 +0000,2018-10-30 00:00:00.000 +0000,2018-10-30 00:00:00.000 +0000,2018-10-22 14:56:19.000 +0000,2019-09-30 18:41:59.000 +0000,2019-02-12 00:00:00.000 +0000,Monthly,Monthly,sub_DspaVTOoHt70Sv,si_DspanISsyOHMks,base_plus_monthly,1,199,2018-10-30 20:35:13.000 +0000,
,50,2019-11-08 00:31:00.000 +0000,Good,,,8,2019-11-01 04:00:00.000 +0000,2019-11-18 05:00:00.000 +0000,FALSE,FALSE,1,1,1,,0,,Nwe York,United States,New York,,Brewery / Winery,Full Service - Casual,New Opening,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-08-30 19:08:23.000 +0000,2019-09-03 00:00:00.000 +0000,2019-09-03 00:00:00.000 +0000,2019-08-30 19:08:25.000 +0000,2019-11-16 16:53:29.000 +0000,2019-10-18 00:00:00.000 +0000,Monthly,Monthly,sub_FkDdzIGrGgdyoe,si_FkDdzzHiOwOmCr,base_plus_monthly,1,199,2019-09-03 21:05:46.000 +0000,
,,,Neutral,,,,,2019-11-12 05:00:00.000 +0000,FALSE,FALSE,1,1,1,,0,,Miami Beach,United States,Florida,,Restaurant,Full Service - Casual,Existing Establishment,Sushi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-18 20:42:35.000 +0000,2019-09-23 00:00:00.000 +0000,2019-09-23 00:00:00.000 +0000,2019-06-18 20:42:37.000 +0000,,,Monthly,Monthly,sub_FrcoXMHtItFGQI,si_FrcoM2vQuGjL2w,base_plus_monthly,1,199,2019-09-23 15:34:46.000 +0000,
2019-10-28 00:00:00.000 +0000,93,2019-11-08 00:31:00.000 +0000,Good,neutral,2019-10-28 20:46:43.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,29,8796,0,US Foods,Howell,United States,New Jersey,New Jersey,Restaurant,Fast Casual,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-08 00:19:47.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-08 00:19:48.000 +0000,2019-11-19 15:22:40.000 +0000,2018-05-18 00:00:00.000 +0000,Monthly,Monthly,sub_CZU3y17Spyj75J,si_FXm7Q15y4p9GaO,plan_CsdwkwW0dQRCm3,23,15,2019-08-01 15:52:05.000 +0000,
2019-10-28 00:00:00.000 +0000,93,2019-11-08 00:31:00.000 +0000,Good,neutral,2019-10-28 20:46:43.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,29,8796,0,US Foods,Howell,United States,New Jersey,New Jersey,Restaurant,Fast Casual,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-08 00:19:47.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-08 00:19:48.000 +0000,2019-11-19 15:22:40.000 +0000,2018-05-18 00:00:00.000 +0000,Monthly,Monthly,sub_CZU3y17Spyj75J,si_Cu3OZOkQsAqMTz,plan_CsdwkwW0dQRCm3,24,15,2018-05-21 14:47:05.000 +0000,2019-08-27 16:56:08.000 -0700
2019-10-28 00:00:00.000 +0000,93,2019-11-08 00:31:00.000 +0000,Good,neutral,2019-10-28 20:46:43.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,29,8796,0,US Foods,Howell,United States,New Jersey,New Jersey,Restaurant,Fast Casual,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-08 00:19:47.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-27 00:00:00.000 +0000,2018-03-08 00:19:48.000 +0000,2019-11-19 15:22:40.000 +0000,2018-05-18 00:00:00.000 +0000,Monthly,Monthly,sub_CZU3y17Spyj75J,si_CZU3D3F00VDf2a,platinum,1,479,2018-03-27 16:56:09.000 +0000,
,83,2019-11-08 00:31:00.000 +0000,Good,positive,2019-11-15 17:10:20.000 +0000,10,2019-03-12 04:00:00.000 +0000,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,1,2388,0,,New York,United States,New York,New York (City),Restaurant,Full Service - Fine Dining,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-01-18 14:37:22.000 +0000,2018-01-24 00:00:00.000 +0000,2018-01-24 00:00:00.000 +0000,2018-01-18 14:37:23.000 +0000,2019-11-19 15:25:29.000 +0000,2018-04-11 00:00:00.000 +0000,Monthly,Monthly,sub_CCFLnLnRDieXYM,si_CCFLtJLxi3GaiL,plus,1,199,2018-01-24 16:12:01.000 +0000,
,75,2019-11-08 00:31:00.000 +0000,Good,,,10,2019-09-16 04:00:00.000 +0000,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,1,1,1908,0,US Foods,Los Angeles,United States,California,,Restaurant,Full Service - Fine Dining,Existing Establishment,Bar - Cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-27 22:15:26.000 +0000,2019-07-08 00:00:00.000 +0000,2019-07-08 00:00:00.000 +0000,2019-06-27 22:15:28.000 +0000,2019-11-19 03:25:38.000 +0000,2019-08-30 00:00:00.000 +0000,Monthly,Monthly,sub_FOrAEr4I4ORpON,si_FOrAO3vMN3oUaA,base_plus_monthly,1,199,2019-07-08 20:28:46.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Good,,,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,1,1,2388,0,,Burlingame,United States,California,,Brewery / Winery,Bar,Existing Establishment,Classic/Varied,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-16 17:59:55.000 +0000,2019-07-22 00:00:00.000 +0000,2019-07-22 00:00:00.000 +0000,2019-07-16 17:59:56.000 +0000,2019-11-16 01:29:26.000 +0000,2019-10-04 00:00:00.000 +0000,Monthly,Annual,sub_FU5OnNKlHqUQl4,si_FU5OJPSDybRQMw,base_plus_yearly,1,2149,2019-07-22 19:31:04.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Chicago,United States,Illinois,Chicago,Restaurant,Full Service - Casual,Existing Establishment,Fast Food,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-28 19:36:22.000 +0000,2019-10-30 00:00:00.000 +0000,2019-10-30 00:00:00.000 +0000,2019-10-30 15:27:59.000 +0000,,,Monthly,Monthly,sub_G5sdmTDE7XBmD0,si_G5sdDhx4e9duNY,base_plus_monthly,1,199,2019-10-31 16:52:14.000 +0000,
,70,2019-11-08 00:31:00.000 +0000,Neutral,,2018-10-09 23:55:06.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,1,468,0,US Foods,Mendota,United States,Illinois,Illinois,Restaurant,Full Service - Casual,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-05-23 16:03:24.000 +0000,2017-05-23 00:00:00.000 +0000,2017-05-23 00:00:00.000 +0000,2017-05-23 16:14:45.000 +0000,2019-11-19 14:53:38.000 +0000,2017-06-30 00:00:00.000 +0000,Monthly,Monthly,sub_Ai5drMAgG158y6,si_1AMfSJ2vS2BuzRKb56im7fpt,pro,1,49,2017-05-23 16:01:56.000 +0000,
,,,Neutral,,,,,,FALSE,FALSE,1,,1,,0,,Miami,United States,Florida,,Restaurant,Full Service - Casual,New Opening,Seafood,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-20 15:47:31.000 +0000,2019-07-31 00:00:00.000 +0000,2019-07-31 00:00:00.000 +0000,2019-06-20 15:47:33.000 +0000,,,Monthly,Monthly,sub_FXToiW20mR987g,si_FXTo0Z2pJHFCZp,base_plus_monthly,1,199,2019-07-31 20:57:12.000 +0000,
,64,2019-11-08 00:31:00.000 +0000,Good,,,,,2019-10-18 04:00:00.000 +0000,FALSE,FALSE,1,,1,2388,0,,Tulum,Mexico,Quintana Roo,International (Non-US),Hotel Group,Other,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-01-15 15:18:54.000 +0000,2018-01-24 00:00:00.000 +0000,2018-01-24 00:00:00.000 +0000,2018-01-15 15:18:55.000 +0000,2019-05-29 16:52:55.000 +0000,2018-10-03 00:00:00.000 +0000,Monthly,Monthly,sub_CCHT5L3OQY40ai,si_CCHTIR8eLjU0Na,plus,1,199,2018-01-24 18:23:44.000 +0000,
,,2019-09-16 10:00:00.000 +0000,Good,neutral,2019-05-06 22:53:04.000 +0000,,,,FALSE,FALSE,1,1,1,1188,0,,Northridge,United States,California,California,Restaurant,Fast Casual,Existing Establishment,Burgers,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-27 20:43:12.000 +0000,2019-02-27 00:00:00.000 +0000,2019-02-27 00:00:00.000 +0000,2019-02-27 20:43:13.000 +0000,,2019-05-14 00:00:00.000 +0000,Monthly,Monthly,sub_EbQYt5ZDhTecxI,si_EbQYt0iWCqMcH8,base_essentials_monthly,1,119,2019-02-26 21:43:17.000 +0000,
,93,2019-11-08 00:31:00.000 +0000,Good,positive,2019-10-29 14:26:31.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,,3,4548,0,,Edmonton,Canada,Alberta,Other,Restaurant,Other,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-10-05 17:47:33.000 +0000,2017-10-13 00:00:00.000 +0000,2017-10-13 00:00:00.000 +0000,2017-10-05 17:47:33.000 +0000,2019-11-13 00:16:42.000 +0000,2017-12-13 00:00:00.000 +0000,Monthly,Monthly,sub_BZfOxjdGOiDhsG,si_1BCW3z2vS2BuzRKbgo3HRm7p,platinum,1,379,2017-10-13 16:31:08.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,5,,0,,Boston,United States,Massachusetts,,Restaurant,Fast Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-07 18:03:57.000 +0000,2019-10-10 00:00:00.000 +0000,2019-10-10 00:00:00.000 +0000,2019-10-07 18:03:58.000 +0000,,,Yearly,Annual,sub_Fy44lko9zLlH7I,si_Fy44ITWMDwGIfF,base_plus_yearly,1,2149,2019-10-10 20:08:59.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,,,,,Restaurant,Full Service - Casual,New Opening,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-11-11 15:00:48.000 +0000,2019-11-11 00:00:00.000 +0000,2019-11-11 00:00:00.000 +0000,2019-11-11 15:00:49.000 +0000,,,Monthly,Annual,sub_GCj8g3cB5QBjt2,si_GCj8567lLG1nuH,base_plus_yearly,1,2149,2019-11-18 23:30:35.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,1,1,2976,0,,Washington,United States,District of Columbia,,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-11 20:59:52.000 +0000,2019-10-23 00:00:00.000 +0000,2019-10-23 00:00:00.000 +0000,2019-10-11 20:59:53.000 +0000,,,Monthly,Monthly,sub_G2eQqQTL8cJ6gj,si_G2eQeKghROVVkB,addon_localsync_monthly,1,49,2019-10-23 01:58:50.000 +0000,
,,,Good,,,,,,FALSE,FALSE,1,1,1,2976,0,,Washington,United States,District of Columbia,,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-10-11 20:59:52.000 +0000,2019-10-23 00:00:00.000 +0000,2019-10-23 00:00:00.000 +0000,2019-10-11 20:59:53.000 +0000,,,Monthly,Monthly,sub_G2eQqQTL8cJ6gj,si_G2eQbOnzHwODMi,base_plus_monthly,1,199,2019-10-23 01:58:50.000 +0000,
2019-06-12 00:00:00.000 +0000,,,Neutral,,,,,2019-04-08 04:00:00.000 +0000,FALSE,FALSE,1,1,2,0,0,US Foods,Salt Lake City,United States,Utah,Utah,Bakery / Confectionary,Full Service - Casual,Existing Establishment,Baked Goods / Confections,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-01-28 16:51:38.000 +0000,2019-01-28 00:00:00.000 +0000,2019-01-28 00:00:00.000 +0000,2019-01-28 16:51:40.000 +0000,,,Monthly,Monthly,sub_G3bTv3PC17Rhr8,si_G3bTtbACUXvmx0,base_plus_monthly,1,199,2019-10-25 14:59:49.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,positive,2019-07-23 15:27:53.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,2,2,3889,5871,,New York,United States,New York,New York (City),Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,"[""Coffee"",""Cafe"",""American"",""Salad"",""Bakery""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-09-29 11:48:36.000 +0000,2019-01-30 00:00:00.000 +0000,2019-01-30 00:00:00.000 +0000,2018-09-29 11:48:37.000 +0000,2019-11-15 15:06:07.000 +0000,2019-05-15 00:00:00.000 +0000,Yearly,Annual,sub_ERD6Ommaab5jzL,si_EUGRoYlCh8pfHY,addon_catering_store_yearly,1,1501,2019-02-07 18:47:56.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,positive,2019-07-23 15:27:53.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,2,2,3889,5871,,New York,United States,New York,New York (City),Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,"[""Coffee"",""Cafe"",""American"",""Salad"",""Bakery""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-09-29 11:48:36.000 +0000,2019-01-30 00:00:00.000 +0000,2019-01-30 00:00:00.000 +0000,2018-09-29 11:48:37.000 +0000,2019-11-15 15:06:07.000 +0000,2019-05-15 00:00:00.000 +0000,Yearly,Annual,sub_ERD6Ommaab5jzL,si_ERD6yjg5rBXxQz,base_plus_yearly,1,2149,2019-01-30 15:08:32.000 +0000,
,64,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-10-08 14:10:43.000 +0000,,,2019-10-22 04:00:00.000 +0000,FALSE,FALSE,1,,2,2388,0,,Minneapolis,United States,Minnesota,Minnesota,Restaurant,Full Service - Casual,Existing Establishment,American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-06-28 15:43:32.000 +0000,2018-07-31 00:00:00.000 +0000,2018-07-31 00:00:00.000 +0000,2018-06-28 15:43:34.000 +0000,2019-10-20 15:27:41.000 +0000,2019-08-23 00:00:00.000 +0000,Monthly,Monthly,sub_DKiy23Xf9i3qSu,si_DKiyjzl6fNWpmG,plus,1,199,2018-07-31 19:28:29.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,New York,United States,New York,,Chef,Other,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-11-08 15:51:07.000 +0000,2019-11-11 00:00:00.000 +0000,2019-11-11 00:00:00.000 +0000,2019-11-08 15:51:08.000 +0000,,,Monthly,Monthly,sub_G8ri9TUSg90t4S,si_G8riWhZN5LM57F,base_essentials_monthly,1,119,2019-11-08 16:06:23.000 +0000,
,46,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-06-19 14:45:06.000 +0000,,,2019-06-19 04:00:00.000 +0000,FALSE,TRUE,1,,1,1908,0,,Livermore,United States,California,Northern California,Restaurant,Full Service - Casual,New Opening,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-10-09 12:29:56.000 +0000,2018-02-05 00:00:00.000 +0000,2018-02-05 00:00:00.000 +0000,2017-10-09 12:29:57.000 +0000,2019-05-26 01:59:20.000 +0000,2018-08-22 00:00:00.000 +0000,Monthly,Monthly,sub_CGoEBB8E30Ka1n,si_CGoEBS3Cs40M3S,plus,1,199,2018-02-05 20:30:26.000 +0000,
,69,2019-11-08 00:31:00.000 +0000,Good,,,,,2019-11-18 05:00:00.000 +0000,FALSE,FALSE,1,1,1,0,0,,Staten Island,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Seafood,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-04-30 19:33:51.000 +0000,2019-08-30 00:00:00.000 +0000,2019-08-30 00:00:00.000 +0000,2019-04-30 19:34:18.000 +0000,2019-11-12 20:29:03.000 +0000,2019-10-04 00:00:00.000 +0000,Monthly,Monthly,sub_Fic8eWtjmJt2Ua,si_Fic8FHXknATQz4,base_plus_monthly,1,199,2019-08-30 14:17:06.000 +0000,
,,,,,,,,,FALSE,TRUE,1,2,1,,0,US Foods,Denison,United States,Texas,,Restaurant,Full Service - Casual,Existing Establishment,Steakhouse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-23 15:33:24.000 +0000,2019-07-30 00:00:00.000 +0000,2019-07-30 00:00:00.000 +0000,2019-07-23 15:33:26.000 +0000,,,Monthly,Monthly,sub_FWkyZduPg1q5dz,si_FWkywQj7BVb40f,base_plus_monthly,1,199,2019-07-29 22:36:39.000 +0000,
,64,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-10-17 18:37:07.000 +0000,,,2019-11-18 05:00:00.000 +0000,FALSE,FALSE,1,,1,1428,0,,Atlanta,United States,Georgia,Atlanta,Restaurant,Full Service - Casual,Existing Establishment,Thai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-01-16 21:54:21.000 +0000,2017-06-05 00:00:00.000 +0000,2017-06-05 00:00:00.000 +0000,2017-01-16 21:54:22.000 +0000,2019-10-31 20:04:15.000 +0000,2017-08-03 00:00:00.000 +0000,Monthly,Monthly,sub_Alv1jF2XRyprTE,si_1AQNBn2vS2BuzRKbAlXhbG4V,essentials,1,119,2017-06-02 21:20:12.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-05-29 18:23:45.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,1,4,6209,10172,,New York,United States,New York,New York (City),Restaurant,Fast Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-01-18 20:37:37.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-18 20:37:39.000 +0000,2019-05-30 14:50:04.000 +0000,2019-05-24 00:00:00.000 +0000,Yearly,Annual,sub_EOfmO1nmZTlZXX,si_EOfmPE8DumNx1C,base_plus_yearly,1,2149,2019-01-23 20:35:14.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-05-29 18:23:45.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,1,4,6209,10172,,New York,United States,New York,New York (City),Restaurant,Fast Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-01-18 20:37:37.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-18 20:37:39.000 +0000,2019-05-30 14:50:04.000 +0000,2019-05-24 00:00:00.000 +0000,Yearly,Annual,sub_EOfmO1nmZTlZXX,si_EOfmODDo0URPBv,addon_catering_store_yearly,3,1501,2019-01-23 20:35:14.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-05-29 18:23:45.000 +0000,,,2019-11-19 05:00:00.000 +0000,FALSE,FALSE,1,1,4,6209,10172,,New York,United States,New York,New York (City),Restaurant,Fast Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-01-18 20:37:37.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-23 00:00:00.000 +0000,2019-01-18 20:37:39.000 +0000,2019-05-30 14:50:04.000 +0000,2019-05-24 00:00:00.000 +0000,Yearly,Annual,sub_EOfmO1nmZTlZXX,si_EOfmR5ofI21H1G,addon_localsync_yearly,2,529,2019-01-23 20:35:14.000 +0000,
,54,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-07-03 16:48:34.000 +0000,,,2019-09-20 04:00:00.000 +0000,FALSE,FALSE,1,2,1,1908,3816,US Foods,Titusville,United States,Florida,,Restaurant,Full Service - Casual,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-14 16:51:48.000 +0000,2019-03-27 00:00:00.000 +0000,2019-03-27 00:00:00.000 +0000,2019-02-14 16:51:50.000 +0000,2019-09-20 16:43:43.000 +0000,2019-05-31 00:00:00.000 +0000,Monthly,Monthly,sub_EmZZaBLF9crVZG,si_EmZZ0IUfu4Kdot,base_plus_monthly,1,199,2019-03-28 15:45:44.000 +0000,
,,2019-09-16 10:00:00.000 +0000,Neutral,,,,,,FALSE,FALSE,1,1,1,3096,0,,New York,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-03-14 18:28:06.000 +0000,2019-03-26 00:00:00.000 +0000,2019-03-26 00:00:00.000 +0000,2019-03-14 18:28:07.000 +0000,,2019-05-14 00:00:00.000 +0000,Monthly,Monthly,sub_Elr5pEbMBR0TSe,si_Elr5yjmjj88DxL,base_essentials_monthly,1,119,2019-03-26 17:47:27.000 +0000,
,,2019-09-16 10:00:00.000 +0000,Neutral,,,,,,FALSE,FALSE,1,1,1,3096,0,,New York,United States,New York,,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-03-14 18:28:06.000 +0000,2019-03-26 00:00:00.000 +0000,2019-03-26 00:00:00.000 +0000,2019-03-14 18:28:07.000 +0000,,2019-05-14 00:00:00.000 +0000,Monthly,Monthly,sub_Elr5pEbMBR0TSe,si_Elr5VSKN3fT6VG,addon_catering_store_monthly,1,139,2019-03-26 17:47:27.000 +0000,
,90,2019-11-08 00:31:00.000 +0000,Good,,2018-03-27 20:53:27.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,1,1188,4524,,Washington,United States,District of Columbia,DC,Restaurant,Full Service - Casual,New Opening,Tapas (Small Plates),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-08-04 16:40:52.000 +0000,2014-04-01 00:00:00.000 +0000,2014-04-01 00:00:00.000 +0000,2016-08-20 18:22:49.000 +0000,2019-11-19 16:06:14.000 +0000,2014-04-29 00:00:00.000 +0000,Monthly,Monthly,sub_CNTJ3IZ4YEtBtd,si_CNTJLof6h8NKgp,essentials,1,119,2018-02-23 15:21:54.000 +0000,
,,,,,,,,,FALSE,FALSE,1,1,1,,0,,Mountain View,United States,California,San Francisco,Restaurant,Full Service - Casual,Existing Establishment,Persian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-03 14:10:43.000 +0000,2019-09-04 00:00:00.000 +0000,2019-09-04 00:00:00.000 +0000,2019-09-03 14:10:44.000 +0000,,,Monthly,Monthly,sub_FkTl990CELgx2o,si_FkTlBYjkqGE1DW,base_plus_monthly,1,199,2019-09-04 13:45:39.000 +0000,
,71,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-10-03 18:23:50.000 +0000,,,2019-11-19 05:00:00.000 +0000,TRUE,FALSE,1,,1,5748,0,,Philadelphia,United States,Pennsylvania,Philadelphia,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-06-19 19:35:45.000 +0000,2018-06-27 00:00:00.000 +0000,2018-06-27 00:00:00.000 +0000,2018-06-19 19:35:47.000 +0000,2019-11-19 14:31:54.000 +0000,2018-09-30 00:00:00.000 +0000,Monthly,Monthly,sub_D7vKwqyoB8tLOg,si_D7vKbUziI0KPHD,platinum,1,479,2018-06-27 15:22:34.000 +0000,
